contract_id,contract_number,start_date,end_date,amount,fiscal_year,purpose,program_id,provider_id,agency_name
2431,CT126020190004114,07/01/2018,06/30/2021,2068723,FY2021,COMPASS after-school programming at PS 20.,271,38,DYCD
2432,CT126020191401461,07/01/2018,06/30/2020,115782,FY2020,To provide Educational Support Services in Brooklyn CD11,278,533,DYCD
2434,CT126020190000288,07/01/2018,06/30/2021,841854,FY2021,COMPASS after-sch activities at Qns Comm House-Forest Hills.,271,466,DYCD
2435,CT126020190000593,07/01/2018,06/30/2021,913767,FY2021,COMPASS middle school services at IS 180,279,606,DYCD
2436,CT126020190000289,07/01/2018,06/30/2021,1347568,FY2021,COMPASS afterschool activities at Pomonok Center.,271,466,DYCD
2437,CT126020191401131,07/01/2018,06/30/2020,150174,FY2020,"To provide Housing Services in Brooklyn CD5,16",276,526,DYCD
2438,CT126020190000242,07/01/2018,06/30/2021,1240028,FY2021,COMPASS programming at P.S. 82.,271,466,DYCD
2439,CT126020191401175,07/01/2018,06/30/2020,120347,FY2020,To provide NDA Senior Services in Manhattan CD10,274,593,DYCD
2440,CT126020190002551,07/01/2018,06/30/2020,142701,FY2020,To provide Senior services in Brooklyn CD8,274,860,DYCD
2441,CT126020190004038,07/01/2018,06/30/2021,778914,FY2021,COMPASS middle school services at PS 041,279,3,DYCD
2442,CT126020190002208,07/01/2018,06/30/2021,585752,FY2021,"COMPASS middle sch svcs at Qns Coll. Sch of Math, Sci.,Tech.",279,466,DYCD
2443,CT126020191402299,07/01/2018,06/30/2021,468948,FY2021,COMPASS  afterschool activities at  NY Tibetan Service Cente,271,857,DYCD
2444,CT126020190002207,07/01/2018,06/30/2021,1778130,FY2021,COMPASS middle sch. svcs at Young Women's Leadership Sch.,279,466,DYCD
2445,CT126020191400934,07/01/2018,06/30/2020,103794,FY2020,To Support Immigrant Services ESOL/Civics in Brooklyn,287,237,DYCD
2446,CT106920191400637,07/01/2018,06/30/2021,8666990,FY2020,Provision of Case Management Support Program for Region I,203,689,DSS
2447,CT126020191401171,07/01/2018,06/30/2021,535515,FY2020,SONYC after school services for students at Hebrew Education,279,739,DYCD
2448,CT181620190003064,07/01/2018,06/30/2027,5629329,FY2020,Mental Health Services- Supported Housing,311,709,DOHMH
2449,CT126020191400631,07/01/2018,06/30/2021,1988960,FY2021,COMPASS after school Programming at P.S. 139,271,31,DYCD
2450,CT181620190003275,07/01/2018,06/30/2021,2114586,FY2020,Assertive Community Treatment,320,709,DOHMH
2451,CT126020191401234,07/01/2018,06/30/2020,108370,FY2020,"To provide Housing Services in Brooklyn CD 8,9,17",276,863,DYCD
2454,CT126020190000361,07/01/2018,06/30/2021,861182,FY2021,SONYC afterschool services at PS 037,279,134,DYCD
2455,CT126020191400557,07/01/2018,06/30/2021,1332143,FY2021,COMPASS afterschool Programming at PS188 Michael E Berdy Sch,271,864,DYCD
2456,CT126020191401213,07/01/2018,06/30/2020,155001,FY2020,To provide Educational Support Services in Bronx CD3 & CD6,278,40,DYCD
2457,CT181620191401113,09/01/2018,06/30/2021,1740166,FY2020,New York/New York III Congregate Supportive Housing,311,709,DOHMH
2459,CT126020190003874,07/01/2018,06/30/2021,984761,FY2021,COMPASS  after-school Programming at P.S 81,271,3,DYCD
2460,CT126020191400967,07/01/2018,06/30/2021,971786,FY2020,SONYC afterschool services at Manhattan Borowide,279,444,DYCD
2461,CT126020191400932,07/01/2018,06/30/2021,1340680,FY2021,COMPASS after-school programming at P.S. 104,271,673,DYCD
2462,CT126020191400963,07/01/2018,06/30/2021,1963106,FY2020,COMPASS after-school programming at P.S./M.S. 75,271,673,DYCD
2463,CT126020191400936,07/01/2018,06/30/2021,1440522,FY2020,COMPASS after-school programming at P.S. 354,271,673,DYCD
2464,CT126020190000769,07/01/2018,06/30/2021,1779469,FY2020,COMPASS Middle School Services @ Queens United Middle School,279,6,DYCD
2465,CT126020191400695,07/01/2018,06/30/2021,634518,FY2021,COMPASS after school  programming at Northside Center,271,371,DYCD
2468,CT126020191400229,07/01/2018,06/30/2021,934200,FY2021,SONYC after school services for students at Trey Whitfield,279,867,DYCD
2469,CT126020190003467,07/01/2018,06/30/2020,121172,FY2020,"To provide Adult Literacy in Manhattan CD 1,2,3",273,490,DYCD
2470,CT126020190000664,07/01/2018,06/30/2021,646725,FY2020,SONYC after school services at Claremont Community Center,279,840,DYCD
2471,CT126020191401202,07/01/2018,06/30/2020,199923,FY2020,To provide adult literacy in Bronx CD4,273,40,DYCD
2472,CT126020191400702,07/01/2018,06/30/2021,1363074,FY2021,SONYC  after school services at Highland Park Community Scho,279,526,DYCD
2473,CT126020191400446,07/01/2018,06/30/2021,902044,FY2021,COMPASS middle school services at Entrada Academy,279,335,DYCD
2474,CT126020191401464,07/01/2018,06/30/2020,137276,FY2020,To provide Educational Support Services in Brooklyn CD 17,278,533,DYCD
2475,CT126020191400443,07/01/2018,06/30/2021,891176,FY2021,COMPASS middle school services at PS 018,279,335,DYCD
2476,CT126020191400444,07/01/2018,06/30/2021,970542,FY2021,COMPASS middle school services at Bronx Academy of Letters,279,335,DYCD
2477,CT126020191400445,07/01/2018,06/30/2021,889524,FY2021,COMPASS middle school services at Urban Assembly,279,335,DYCD
2478,CT126020191401207,07/01/2018,06/30/2020,84000,FY2020,To provide Opportunity Youth Services in Bronx CD5,266,40,DYCD
2479,CT126020191400137,07/01/2018,06/30/2020,201700,FY2020,"To Provide Adult Literacy Services in Brooklyn CD 5,16",273,526,DYCD
2480,CT126020191401147,07/01/2018,06/30/2020,240317,FY2020,Education Support for High School Youth at risk in Bronx,278,729,DYCD
2481,CT126020191401214,07/01/2018,06/30/2020,87145,FY2020,To provide Opportunity Youth Services in Bronx CD4,266,40,DYCD
2482,CT126020191401208,07/01/2018,06/30/2020,360678,FY2020,To provide Educational Support Services in Bronx CD4,278,40,DYCD
2483,CT126020190001501,07/01/2018,06/30/2021,1431450,FY2021,COMPASS  after-school Programming  at  P.S. 90,271,864,DYCD
2484,CT126020191400438,07/01/2018,06/30/2021,1497950,FY2021,COMPASS  afterschool activities at  Patterson Community,271,335,DYCD
2485,CT126020190002898,07/01/2018,06/30/2021,915538,FY2020,COMPASS middle school services at New Design Middle School,279,657,DYCD
2486,CT126020190002901,07/01/2018,06/30/2021,786085,FY2020,COMPASS middle school services at K488,279,657,DYCD
2488,CT126020190001812,07/01/2018,06/30/2020,146104,FY2020,To provide Educational Support Services in Bronx CD12.,278,355,DYCD
2489,CT126020190001805,07/01/2018,06/30/2020,190999,FY2020,To provide Healthy Family Services in Bronx CD7.,283,355,DYCD
2490,CT126020191400306,07/01/2018,06/30/2021,1899632,FY2021,COMPASS afterschool activities at Mill Brook Community,271,335,DYCD
2491,CT126020191400286,07/01/2018,06/30/2021,1237878,FY2021,COMPASS programming at P.S. 179,271,335,DYCD
2492,CT126020190002134,07/01/2018,06/30/2021,1331658,FY2021,COMPASS middle school services at JHS 278 Marine Park (K278),279,62,DYCD
2493,CT126020191400864,07/01/2018,06/30/2021,1933363,FY2021,COMPASS Middle School services at PS 192,279,361,DYCD
2494,CT126020191400499,07/01/2018,06/30/2021,1878013,FY2021,COMPASS after-school programming at PS 102,271,110,DYCD
2495,CT126020190003828,07/01/2018,06/30/2021,1241167,FY2021,COMPASS  after-school Programming  at  PS/IS 140,271,311,DYCD
2496,CT126020190004022,07/01/2018,06/30/2021,1142079,FY2021,COMPASS  after-school Programming  at  P.S. 327,271,657,DYCD
2497,CT126020190001998,07/01/2018,06/30/2020,210417,FY2020,"To provide Senior Services in Brooklyn CDs 7, 10 ,12 & 14.",274,357,DYCD
2498,CT126020190003337,07/01/2018,06/30/2021,1100696,FY2021,COMPASS afterschool activities at  University Settlement Soc,271,365,DYCD
2499,CT126020191400233,07/01/2018,06/30/2021,1750750,FY2021,COMPASS after-school programming at P.S. 150,271,145,DYCD
2500,CT181620190001595,07/01/2018,06/30/2021,551484,FY2020,Therapeutic Services to individuals with Autism,298,308,DOHMH
2501,CT126020190003304,07/01/2018,06/30/2021,1223891,FY2021,COMPASS middle school services at Fort Greene Preparatory Ac,279,365,DYCD
2502,CT181620191400875,07/01/2018,06/30/2021,1161249,FY2020,Program serves and assists individuals with history of,310,868,DOHMH
2503,CT126020190003903,07/01/2018,06/30/2021,877263,FY2021,COMPASS Middle School services at Institute for Collaborativ,279,365,DYCD
2504,CT126020191400814,07/01/2018,06/30/2021,2082558,FY2021,COMPASS middle school services at PS/IS 30 Mary White,279,361,DYCD
2505,CT126020191400753,07/01/2018,06/30/2021,1549832,FY2021,COMPASS after-School Programming at P.S. 65,271,526,DYCD
2506,CT126020190003639,07/01/2018,06/30/2020,249120,FY2020,Adult Literacy To provide Healthy Services in Queens CD05,273,197,DYCD
2507,CT126020190001997,07/01/2018,06/30/2020,201211,FY2020,To provide Healthy Families Services in Brooklyn CD11.,283,357,DYCD
2508,CT126020190003634,07/01/2018,06/30/2020,169758,FY2020,Adult Literacy to provide Healthy Family Services,273,197,DYCD
2509,CT126020191400786,07/01/2018,06/30/2021,2606469,FY2021,COMPASS middle school services at Andries Hudde (K240),279,31,DYCD
2510,CT126020191400487,07/01/2018,06/30/2021,1259165,FY2021,COMPASS middle school services at MS 246 Walt Whitman School,279,31,DYCD
2511,CT126020191400788,07/01/2020,06/30/2021,1698021,FY2021,Compass after-school programming at P. S. 249.,271,31,DYCD
2512,CT126020191400767,07/01/2018,06/30/2021,1582789,FY2021,COMPASS  after-school Programming  at  P.S. 130,271,40,DYCD
2513,CT126020191401396,07/01/2018,06/30/2020,134177,FY2020,"To provide Educational Support Services in Brooklyn CD8,9,17",278,31,DYCD
2514,CT126020191401277,07/01/2018,06/30/2020,104736,FY2020,To provide Educational Support Services in Queens CD 1 & 2.,278,331,DYCD
2515,CT126020191400126,07/01/2018,06/30/2021,1529469,FY2021,COMPASS after-school programming at PS 021.,271,418,DYCD
2516,CT126020191400891,07/01/2018,06/30/2021,1312761,FY2021,COMPASS middle school services at PS 104,279,361,DYCD
2517,CT126020191400811,07/01/2018,06/30/2021,913966,FY2021,COMPASS middle school services at PS 229 Dyker Elementary,279,361,DYCD
2519,CT126020191400066,07/01/2018,06/30/2021,1257448,FY2021,COMPASS middle school services at The Forward School,279,324,DYCD
2520,CT126020190001807,07/01/2018,06/30/2020,64926,FY2020,To provide Opportunity Youth Services in Bronx CD7.,266,355,DYCD
2521,CT126020191400518,07/01/2018,06/30/2021,3729168,FY2021,COMPASS middle school services at PS 129 Twin Parks Upper,279,369,DYCD
2522,CT126020191400115,07/01/2018,06/30/2021,951801,FY2020,COMPASS middle school services at Academy for College Prep,279,324,DYCD
2523,CT126020191400159,07/01/2018,06/30/2021,3071955,FY2020,SONYC afterschool services at IS 318 Eugenia Maria De Hostos,279,324,DYCD
2524,CT126020191400232,07/01/2018,06/30/2021,827025,FY2021,SONYC afterschool services in Bronx Borowide,279,639,DYCD
2525,CT126020191400160,07/01/2018,06/30/2021,976470,FY2021,SONYC afterschool services at Community Voices Middle,279,324,DYCD
2526,CT181620191400211,07/01/2018,06/30/2021,2061159,FY2020,NY/NY III Congregate Supportive Housing,311,709,DOHMH
2527,CT126020191400154,07/01/2018,06/30/2021,959006,FY2020,SONYC afterschool services at Young Women's Leadership,279,324,DYCD
2528,CT126020190001204,07/01/2018,06/30/2021,869259,FY2021,COMPASS middle school services at PS 146 HIWARD BEACH Q146,279,133,DYCD
2529,CT126020191400156,07/01/2018,06/30/2021,1076130,FY2020,SONYC afterschool services at IS 238 Susan B. Anthony School,279,324,DYCD
2530,CT126020191401311,07/01/2018,06/30/2020,182891,FY2020,"Services for Seniors in Brooklyn, CDs 7,10,12,14",274,179,DYCD
2531,CT126020191400789,07/01/2018,06/30/2021,1555014,FY2021,COMPASS after-school programming at P.S. 166,271,331,DYCD
2532,CT126020191400162,07/01/2018,06/30/2020,166651,FY2020,To provide Adult Literacy Services in Brooklyn CD3,273,461,DYCD
2533,CT126020190002209,07/01/2018,06/30/2021,1386653,FY2021,COMPASS after-school programming at PS 306.,271,418,DYCD
2534,CT126020191401549,07/01/2018,06/30/2021,971849,FY2020,COMPASS middle school services at IS 192 The Linden (Q192),279,859,DYCD
2535,CT126020191400723,07/01/2018,06/30/2021,3247970,FY2021,COMPASS middle school services at IS 98 Bay Academy,279,361,DYCD
2537,CT126020191400873,07/01/2018,06/30/2021,419660,FY2021,SONYC after school services for students at,279,708,DYCD
2538,CT181620190003152,07/01/2018,06/30/2027,19223514,FY2020,To provide permanent & supportive affordable housing,426,869,DOHMH
2539,CT126020190003306,07/01/2018,06/30/2021,1427202,FY2021,COMPASS after-school Programming at P.S .219 Kennedy-KING Sc,271,365,DYCD
2540,CT126020191400513,07/01/2018,06/30/2021,659307,FY2021,COMPASS Middle School services at PS 121,279,361,DYCD
2541,CT126020191401279,07/01/2018,06/30/2020,122462,FY2020,NDA to Provide Healthy Families Services in Queens CD5,283,291,DYCD
2542,CT126020191400227,07/01/2018,06/30/2020,128188,FY2020,To provide Adult Literacy services in Brooklyn CD1,273,461,DYCD
2543,CT126020190000488,07/01/2018,06/30/2021,963600,FY2020,SONYC afterschool services for student at Yeshivath Kehilath,279,694,DYCD
2544,CT126020191401434,07/01/2018,06/30/2020,157182,FY2020,To provide Healthy Families Services in Brooklyn CD4.,283,218,DYCD
2545,CT181620190001096,07/01/2018,06/30/2021,2443961,FY2020,NY/ NY III Supportive Housing,311,15,DOHMH
2546,CT126020190002761,07/01/2018,06/30/2021,641792,FY2021,COMPASS middle school services at Bronx Global Learning Inst,279,324,DYCD
2547,CT126020190003274,07/01/2018,06/30/2021,1146018,FY2020,COMPASS middle school services at PS 122 Mamie Fay,279,324,DYCD
2548,CT126020191400152,07/01/2018,06/30/2021,1524861,FY2021,SONYC afterschool services at IS 285 Meyer Levin School,279,324,DYCD
2549,CT126020190003170,07/01/2018,06/30/2021,776303,FY2020,COMPASS middle school services at PS 178 Saint Clair,279,324,DYCD
2550,CT126020190002571,07/01/2018,06/30/2021,939224,FY2020,COMPASS middle school services at Theatre Arts Production Co,279,324,DYCD
2551,CT126020190003171,07/01/2018,06/30/2021,763059,FY2020,COMPASS middle school services at PS 207 Rockwood Park,279,324,DYCD
2552,CT126020191400155,07/01/2018,06/30/2021,1210997,FY2020,SONYC afterschool services at Mott Hall IV,279,324,DYCD
2553,CT126020191400153,07/01/2018,06/30/2021,1347228,FY2020,SONYC afterschool services at Middle School for Art and Phil,279,324,DYCD
2554,CT126020190002556,07/01/2018,06/30/2020,118363,FY2020,"To provide Senior Services in Brooklyn CD's 8,9,17",274,860,DYCD
2555,CT126020190002536,07/01/2018,06/30/2021,1559236,FY2021,COMPASS  after-school Programming at PS 203,271,524,DYCD
2556,CT126020190002856,07/01/2018,06/30/2021,1357360,FY2021,COMPASS after-school Programming at PS 251 Paerdergat School,271,524,DYCD
2557,CT126020190002599,07/01/2018,06/30/2021,1187730,FY2021,COMPASS after-school Programming  at PS 119,271,524,DYCD
2558,CT126020191401486,07/01/2018,06/30/2020,106611,FY2020,"To provide Healthy Families Services in Queens CD 1,2.",283,331,DYCD
2559,CT126020190002538,07/01/2018,06/30/2021,1444708,FY2021,COMPASS  after-school Programming  at  PS 312,271,524,DYCD
2560,CT126020190002600,07/01/2018,06/20/2021,1108391,FY2021,COMPASS  after-school Programming  at PS 207,271,524,DYCD
2561,CT126020191401232,07/01/2018,06/30/2021,2459901,FY2021,COMPASS after-school programming at P.S. 186,271,361,DYCD
2562,CT181620190001247,07/01/2018,06/30/2021,2495235,FY2020,NY/NY III Congregate Supportive Housing,311,448,DOHMH
2563,CT126020190000601,07/01/2018,06/30/2021,887229,FY2020,COMPASS middle school services at Washington Heights,279,386,DYCD
2564,CT126020190000308,07/01/2018,06/30/2021,1380971,FY2020,COMPASS-MSE services at East West School Intern. studies,279,406,DYCD
2565,CT126020190000602,07/01/2018,06/30/2021,891381,FY2020,COMPASS middle school services at M.S. 224 Manhattan East Sc,279,386,DYCD
2566,CT126020190000145,07/01/2018,06/30/2021,1392773,FY2021,COMPASS Programming at P.S./I.S. 124.,271,664,DYCD
2567,CT126020191400738,07/01/2018,06/30/2021,2231285,FY2021,COMPASS middle school services at IS 187,279,361,DYCD
2568,CT126020191400736,07/01/2018,06/30/2021,1134489,FY2021,COMPASS middle school services at IS 303 Hebert S. Eisenberg,279,361,DYCD
2569,CT126020190003592,07/01/2018,06/30/2021,1277200,FY2021,COMPASS after-school Programming at PS 001,271,870,DYCD
2570,CT126020191400866,07/01/2018,06/30/2021,746087,FY2021,COMPASS middle school services at Urban Assembly School,279,361,DYCD
2571,CT126020190001336,07/01/2018,06/30/2021,532773,FY2020,SONYC afterschool services in Queens borowide,279,386,DYCD
2572,CT126020190003787,07/01/2018,06/30/2021,2600989,FY2021,COMPASS middle school Services at X296,279,99,DYCD
2573,CT181620190000976,07/01/2018,06/30/2021,1203300,FY2020,Individuals with SMI & occurring health & substance abuse.,310,15,DOHMH
2574,CT181620190000931,07/01/2018,06/30/2021,753753,FY2020,Provides ACT intensive outpatient Mental Health Services and,320,15,DOHMH
2575,CT181620190001251,07/01/2018,06/30/2021,1689915,FY2020,"Peer services to provide housing, employment, etc.",317,682,DOHMH
2576,CT126020190003406,07/01/2018,06/30/2021,1424832,FY2021,SONYC afterschool services at Margaret S. Douglas School,279,99,DYCD
2577,CT181620191400782,07/01/2018,06/30/2027,1008000,FY2020,NYC Regional Community Coalition Partnership,398,233,DOHMH
2579,CT126020190001744,07/01/2018,06/30/2021,1323005,FY2021,COMPASS middle school services at Central Queens Academy.,279,664,DYCD
2580,CT126020191400863,07/01/2018,06/30/2021,1149863,FY2021,COMPASS middle school services at New Voices S. of Acad,279,361,DYCD
2581,CT126020190000293,07/01/2018,06/30/2021,500996,FY2021,COMPASS middle sch svcs at Our World Neighborhood Charter.,279,664,DYCD
2582,CT126020191400392,07/01/2018,06/30/2020,151113,FY2020,"To provide Edu. Support Svcs. in Manhattan CDs 1, 2, and 3.",278,38,DYCD
2583,CT126020191400083,07/01/2018,06/30/2020,142802,FY2020,To provide Adult Literacy services in S01,273,302,DYCD
2584,CT126020190002027,07/01/2018,06/30/2020,107134,FY2020,To support Immigrant Services ESOL/Civics in Brooklyn,287,683,DYCD
2585,CT126020190001802,07/01/2018,06/30/2021,1842000,FY2021,COMPASS middle school services at PS 105.,279,514,DYCD
2586,CT126020190003904,07/01/2018,06/30/2021,979209,FY2021,To provide Learning Lab services due to COVID 19 Pandemic .,279,365,DYCD
2587,CT126020190002705,07/01/2018,06/30/2021,622722,FY2021,COMPASS middle school services at Corlears Middle School 56.,279,38,DYCD
2588,CT126020190000420,07/01/2018,06/30/2021,432132,FY2020,COMPASS middle services at NEW DIRECTIONS SECONDARY SCHOOL,279,386,DYCD
2589,CT126020190000181,07/01/2018,06/30/2021,718533,FY2021,COVID-19,271,18,DYCD
2590,CT126020191400111,07/01/2018,06/30/2021,2005269,FY2020,COMPASS middle school services at Middle School 61,279,324,DYCD
2591,CT126020190002762,07/01/2018,06/30/2021,1225222,FY2021,COMPASS middle school services at PS 046 Arthur Tappan,279,324,DYCD
2592,CT126020190002568,07/01/2018,06/30/2021,955823,FY2020,COMPASS middle school services at M.S. 301,279,324,DYCD
2593,CT126020190002575,07/01/2018,06/30/2021,1078850,FY2021,COMPASS middle school services at Medgar Evers College Prep,279,324,DYCD
2594,CT126020191400113,07/01/2018,06/30/2021,820445,FY2020,COMPASS middle school services at Ronald Edmonds Learning,279,324,DYCD
2595,CT126020191400071,07/01/2018,06/30/2021,1296689,FY2020,SONYC afterschool services at IS 125 Woodside School,279,324,DYCD
2596,CT126020190003174,07/01/2018,06/30/2021,761892,FY2020,COMPASS middle school services at Queens Gateway to Health,279,324,DYCD
2597,CT126020191400116,07/01/2018,06/30/2021,1455030,FY2020,COMPASS middle school services at Public School 45,279,324,DYCD
2599,CT126020190002506,07/01/2018,06/30/2021,1115364,FY2020,COMPASS Middle School services at P.S. 180 Hugo Newman,279,324,DYCD
2600,CT126020191400109,07/01/2018,06/30/2021,960376,FY2020,COMPASS middle school services at JHS 057 Whitelaw Reid,279,324,DYCD
2601,CT181620191400181,07/01/2018,06/30/2021,728940,FY2020,Assisted Competitive Employment,329,821,DOHMH
2602,CT126020190003338,07/01/2018,06/30/2021,1102316,FY2021,COMPASS middle school services at IS 340 (K340),279,365,DYCD
2603,CT126020191400076,07/01/2018,06/30/2021,1338192,FY2021,COMPASS After-School Programming at P.S. 63 William McKinley,271,365,DYCD
2604,CT126020191400070,07/01/2018,06/30/2021,2039451,FY2020,SONYC afterschool services at IS 51 Edwin Markham,279,324,DYCD
2605,CT126020191400519,07/01/2018,06/30/2021,4185486,FY2021,COMPASS middle school services at JHS 088 Peter Rouget,279,369,DYCD
2606,CT126020191400739,07/01/2018,06/30/2021,1700027,FY2021,COMPASS middle school services at Kingsborough Early College,279,361,DYCD
2607,CT126020190003964,07/01/2018,06/30/2021,939341,FY2021,COMPASS middle school services at East NY Family Academy.,279,418,DYCD
2608,CT126020190001352,07/01/2018,06/30/2021,1299107,FY2020,COMPASS after-school Programming at Wave Preparatory School,271,324,DYCD
2609,CT126020190002566,07/01/2018,06/30/2021,1912424,FY2021,COMPASS middle school services at I.S. 190,279,324,DYCD
2610,CT126020191400157,07/01/2018,06/30/2021,1732609,FY2021,SONYC afterschool services at IS 151 Henry Lou,279,324,DYCD
2611,CT126020190001235,07/01/2018,06/30/2021,1501564,FY2020,COMPASS after-school Programming at CS 134 George F. Bristow,271,324,DYCD
2612,CT126020190000437,07/01/2018,06/30/2021,573563,FY2021,SONYC afterschool services in Queens.,279,324,DYCD
2613,CT126020190002363,07/01/2018,06/30/2021,1073998,FY2021,COMPASS programming at PS 284.,271,418,DYCD
2614,CT126020190001276,07/01/2018,06/30/2021,1420848,FY2021,COMPASS programming at P.S. 40 George Washington Carver,271,324,DYCD
2615,CT126020190003683,07/01/2018,06/30/2021,1138514,FY2020,COMPASS middle school services at East Fordham Academy,279,99,DYCD
2616,CT126020191400117,07/01/2018,06/30/2021,958014,FY2020,COMPASS middle school services at Hellenic Classical Charter,279,324,DYCD
2617,CT181620190003781,07/01/2018,06/30/2021,3758304,FY2020,Mental Health Services,432,15,DOHMH
2618,CT126020190002507,07/01/2018,06/30/2021,1581343,FY2020,COMPASS Middle School services at The Bronx Mathematics Prep,279,324,DYCD
2619,CT126020191400517,07/01/2018,06/30/2021,1993812,FY2021,COMPASS middle school services at JHS 051 William Alex,279,369,DYCD
2620,CT112520190002238,07/01/2018,06/30/2021,1032574,FY2020,"FUNDS USED TO INSTALL LOCKS, MAKE HOME & APARTMENT REPAIRS",457,602,DFTA
2621,CT126020191400515,07/01/2018,06/30/2021,1848084,FY2021,COMPASS middle school services at JHS 125 Henry Hudson,279,369,DYCD
2622,CT126020190003408,07/01/2018,06/30/2021,1460762,FY2021,COMPASS middle school services,279,99,DYCD
2623,CT126020191400861,07/01/2018,06/30/2021,436304,FY2021,COMPASS  afterschool activities at  Bronxchester,271,40,DYCD
2624,CT126020191400862,07/01/2018,06/30/2021,295576,FY2021,afterschool activities at Third Avenue After-school Program.,271,40,DYCD
2625,CT126020191400859,07/01/2018,06/30/2021,1718223,FY2021,COMPASS after-school Programming at C.E.S. 42,271,40,DYCD
2626,CT126020190003178,07/01/2018,06/30/2021,862709,FY2021,COMPASS Middle School Services at East Side Community School,279,365,DYCD
2627,CT126020191400069,07/01/2018,06/30/2021,1299462,FY2020,SONYC afterschool services at Frederick Douglass Academy,279,324,DYCD
2628,CT126020191400110,07/01/2018,06/30/2021,979674,FY2020,COMPASS middle school services at The School of Integrated,279,324,DYCD
2629,CT126020191400067,07/01/2018,06/30/2021,641157,FY2020,COMPASS middle school services at Brooklyn School for Global,279,324,DYCD
2630,CT126020190002763,07/01/2018,06/30/2021,1341087,FY2021,COMPASS middle school services at Science and Technology,279,324,DYCD
2631,CT126020190003179,07/01/2018,06/30/2021,988199,FY2021,COMPASS middle school services at PS 034 Franklin D Roosevel,279,365,DYCD
2632,CT112520190002133,07/01/2018,06/30/2021,1547470,FY2020,FY20 & FY21 COLA ADDJUSTMENT,457,610,DFTA
2633,CT181620190003541,07/01/2018,06/30/2021,1881600,FY2020,Congregate Supportive Housing,311,706,DOHMH
2634,CT126020190003229,07/01/2018,06/30/2021,1615681,FY2021,COMPASS middle school services at M225 Ella Baker School,279,611,DYCD
2635,CT126020190002341,07/01/2018,06/30/2021,949912,FY2021,SONYC after school services at Corlears Middle School 56.,279,38,DYCD
2636,CT126020190002922,07/01/2018,06/30/2021,914307,FY2021,SONYC afterschool services Staten Island borowide,279,588,DYCD
2637,CT126020191400114,07/01/2018,06/30/2021,960361,FY2020,COMPASS middle school services at Elijah Stroud Middle,279,324,DYCD
2638,CT126020190002569,07/01/2018,06/30/2021,1036782,FY2020,COMPASS Middle School services at School of the Future,279,324,DYCD
2639,CT126020190002573,07/01/2018,06/30/2021,1183304,FY2020,COMPASS middle school services at P.S. 66,279,324,DYCD
2640,CT126020191400112,07/01/2018,06/30/2021,1057187,FY2020,COMPASS middle school services at Ebbetts Field Middle,279,324,DYCD
2641,CT126020190003172,07/01/2018,06/30/2021,1044051,FY2021,COMPASS middle school services at PS/IS 42 Robert Vernam,279,324,DYCD
2642,CT126020191400437,07/01/2018,06/30/2021,1240731,FY2021,COMPASS  after-school Programming  at John Thompson School,271,361,DYCD
2643,CT181620190001459,07/01/2018,06/30/2021,828735,FY2020,"Clubhouse, ICM, & SCM",310,417,DOHMH
2644,CT181620190003438,07/01/2018,06/30/2020,132108,FY2020,Children's mental health system: health home model for youth,310,724,DOHMH
2645,CT126020190002764,07/01/2018,06/30/2021,1511741,FY2021,COMPASS middle school services at Frederick Douglas Academy,279,324,DYCD
2646,CT126020190003886,07/01/2018,06/30/2021,872393,FY2021,COMPASS afterschool Programming at PS 8 Robert Fulton School,271,16,DYCD
2647,CT126020190001240,07/01/2018,06/30/2021,1224073,FY2020,COMPASS after-school Programming at PS 116 William Hughley,271,324,DYCD
2648,CT126020190001238,07/01/2018,06/30/2021,1177074,FY2020,COMPASS after-school Programming at PS 193 Alfred Kennedy,271,324,DYCD
2649,CT181620190003965,07/01/2018,06/30/2021,1804929,FY2020,Alcohol Substance Abuse Services (OASAS) Program,385,821,DOHMH
2650,CT126020190001351,07/01/2018,06/30/2021,1181694,FY2021,COMPASS after-school Programming at PS 309 George E. Wibecan,271,324,DYCD
2651,CT126020190003175,07/01/2018,06/30/2021,1215933,FY2020,COMPASS middle school services at Collaborative Arts Middle,279,324,DYCD
2652,CT181620190003797,07/01/2018,06/30/2021,2804208,FY2020,Access to permanent and supportive affordable housing,308,871,DOHMH
2653,CT126020190003409,07/01/2018,06/30/2021,2148169,FY2020,SONYC afterschool services,279,611,DYCD
2654,CT126020190003482,07/01/2018,06/30/2021,1610418,FY2021,COMPASS middle school services,279,611,DYCD
2655,CT181620190003424,07/01/2018,06/30/2021,2417397,FY2020,Supported Housing Project Serving Individuals and Families,311,463,DOHMH
2656,CT126020190003412,07/01/2020,06/30/2021,996955,FY2021,SONYC afterschool services City Knoll Middle School,279,611,DYCD
2657,CT181620190003017,07/01/2018,06/30/2027,5379048,FY2020,"Supported Housing, Scattered Site",308,872,DOHMH
2658,CT126020190003420,07/01/2018,06/30/2021,3538424,FY2020,COMPASS middle school services at MS 260,279,611,DYCD
2659,CT126020190003481,07/01/2018,06/30/2021,1879712,FY2021,COMPASS middle school services at Battery Park City School,279,611,DYCD
2660,CT126020190002585,07/01/2018,06/30/2021,1022151,FY2020,SONYC afterschool services in Brooklyn (Borowide),279,500,DYCD
2661,CT126020190002778,07/01/2018,06/30/2021,923370,FY2021,COMPASS middle school expansion services at Hawtree Creek MS,279,329,DYCD
