site_id,provider_id,program_id,contract_id,agency_name,bbl,bin,community_board,council_district,latitude,longitude,nta,census_tract,catchment_type,catchment_zone,catchment_intersection_1,catchment_intersection_2,fixed_address,address_1,address_2,borough,city,state,postcode,site_name,site_budget,notes,accepts_dropins,language_taxonomy,service_taxonomy,population_taxonomy,service_setting_taxonomy,bp_category,bp_population,capacity,capacity_units,serves_food,catchment_description,state_senate_district,state_assembly_district
2455,324,279,8228,DYCD,3032120001,3073018,304,34,40.707228,-73.919805,BK77,445,community district,"[""bk04""]",,,true,1390 WILLOUGHBY AVENUE,,brooklyn,brooklyn,NY,11237,J.H.S. 162 The Willoughby,,J.H.S. 162 The Willoughby,false,,,,,,,120,seats,false,Brooklyn CD 004,18,53
2456,324,279,1113,DYCD,3032120001,3073018,304,34,40.707228,-73.919805,BK77,445,community district,"[""bk04""]",,,true,1390 WILLOUGHBY AVENUE,,brooklyn,brooklyn,NY,11237,J.H.S. 162 The Willoughby,,J.H.S. 162 The Willoughby,false,,,,,,,120,seats,false,Brooklyn CD 004,18,53
2457,611,279,2868,DYCD,1014300005,1044058,108,4,40.772049,-73.958066,MN31,134,community district,"[""mn08""]",,,true,220 East   76 Street,,manhattan,new york,NY,10021,J.H.S. 167 Robert F. Wagner,,SONYC Round 3,false,,,,"[""school""]",,,130,seats,false,Manhattan CD 008,28,76
2458,6,279,8121,DYCD,4048020001,4108664,407,19,40.775253,-73.819347,QN51,1047,community district,"[""qn07""]",,,true,147-26 25 Drive,,queens,flushing,NY,11354,J.H.S. 185 Edward Bleeker,,J.H.S. 185 Edward Bleeker,false,,,,,,,120,seats,false,Queens CD 007,11,40
2459,6,279,1450,DYCD,4048020001,4108664,407,19,40.775253,-73.819347,QN51,1047,community district,"[""qn07""]",,,true,147-26 25 Drive,,queens,flushing,NY,11354,J.H.S. 185 Edward Bleeker,,J.H.S. 185 Edward Bleeker,false,,,,,,,120,seats,false,Queens CD 007,11,40
2460,16,263,3115,DYCD,4050510027,4114763,407,20,40.759843,-73.820548,QN51,863,community district,"[""qn07""]",,,true,144-80 Barclay Avenue,,queens,flushing,NY,11355,J.H.S. 189 Daniel Carter Beard School,,J.H.S. 189 Daniel Carter Beard School,false,"[""english"",""spanish""]",,,,,,300,seats,false,Queens CD 007,16,40
2461,466,263,3093,DYCD,4031720002,4075214,406,29,40.722707,-73.851699,QN17,71305,community district,"[""qn06""]",,,true,68-17 Austin Street,,queens,forest hills,NY,11375,J.H.S. 190 Russell Sage,,J.H.S. 190 Russell Sage,false,"[""english"",""spanish""]",,,,,,300,seats,false,Queens CD 006,16,28
2462,370,264,500,DYCD,4047290001,4107342,407,19,40.78365,-73.807838,QN49,1029,community district,"[""qn07""]",,,true,154-60 17 AVENUE,,queens,whitestone,NY,11357,J.H.S. 194 Williams Carr,,J.H.S. 194 Williams Carr,false,,,,,,,,seats,false,Queens CD 007,11,26
2463,273,279,2947,DYCD,3062780022,3162973,310,43,40.618676,-74.012722,BK30,166,community district,"[""bk10""]",,,true,8010 12 AVENUE,,brooklyn,brooklyn,NY,11228,J.H.S. 201 The Dyker Heights,,J.H.S. 201 The Dyker Heights,false,,,,"[""school""]",,,91,seats,false,Brooklyn CD 010,22,46
2464,664,279,8218,DYCD,4114030001,4245993,410,32,40.671239,-73.845141,QN56,58,community district,"[""qn10""]",,,true,138-30 LAFAYETTE STREET,,queens,ozone park,NY,11417,J.H.S. 202 Robert H. Goddard,,J.H.S. 202 Robert H. Goddard,false,,,,,,,120,seats,false,Queens CD 010,15,23
2465,664,279,1621,DYCD,4114030001,4245993,410,32,40.671239,-73.845141,QN56,58,community district,"[""qn10""]",,,true,138-30 LAFAYETTE STREET,,queens,ozone park,NY,11417,J.H.S. 202 Robert H. Goddard,,J.H.S. 202 Robert H. Goddard,false,,,,,,,120,seats,false,Queens CD 010,15,23
2466,466,279,8220,DYCD,4097240173,4208124,408,24,40.710029,-73.812508,QN35,232,community district,"[""qn08""]",,,true,85-05 144 STREET,,queens,jamaica,NY,11435,J.H.S. 217 Robert A. Van Wyck,,J.H.S. 217 Robert A. Van Wyck,false,,,,,,,120,seats,false,Queens CD 008,14,24
2467,466,279,1625,DYCD,4097240173,4208124,408,24,40.710029,-73.812508,QN35,232,community district,"[""qn08""]",,,true,85-05 144 STREET,,queens,jamaica,NY,11435,J.H.S. 217 Robert A. Van Wyck,,J.H.S. 217 Robert A. Van Wyck,false,,,,,,,120,seats,false,Queens CD 008,14,24
2468,854,279,2384,DYCD,3053620021,3125676,312,44,40.634875,-73.981528,BK88,230,community district,"[""bk12""]",,,true,4200 16 AVENUE,,brooklyn,brooklyn,NY,11204,J.H.S. 223 The Montauk,,J.H.S. 223 The Montauk,false,,,,"[""school""]",,,65,seats,false,Brooklyn CD 012,17,44
2469,854,279,2384,DYCD,3053620021,3125676,312,44,40.634875,-73.981528,BK88,230,community district,"[""bk12""]",,,true,4200 16 AVENUE,,brooklyn,brooklyn,NY,11204,J.H.S. 223 The Montauk,,J.H.S. 223 The Montauk,false,"[""english"",""spanish"",""urdu""]","[""life skills"",""mental health services""]",,"[""school""]",,,100,seats,false,Brooklyn CD 012,17,44
2470,361,279,8135,DYCD,3055510018,3133741,311,38,40.62191,-73.995022,BK28,250,community district,"[""bk11""]",,,true,6500 16 AVENUE,,brooklyn,brooklyn,NY,11204,J.H.S. 227 Edward B. Shallow,,J.H.S. 227 Edward B. Shallow,false,"[""english"",""italian"",""arabic""]",,,,,,165,seats,false,Brooklyn CD 011,22,49
2471,361,279,1701,DYCD,3055510018,3133741,311,38,40.62191,-73.995022,BK28,250,community district,"[""bk11""]",,,true,6500 16 AVENUE,,brooklyn,brooklyn,NY,11204,J.H.S. 227 Edward B. Shallow,,J.H.S. 227 Edward B. Shallow,false,,,,,,,165,seats,false,Brooklyn CD 011,22,49
2472,62,279,8230,DYCD,3068210244,3184057,315,48,40.60422,-73.955485,BK44,558,community district,"[""bk15""]",,,true,1875 East   17 Street,,brooklyn,brooklyn,NY,11229,J.H.S. 234 Arthur W. Cunningham,,Intermediate School 234 - W. Arthur Cunningham School,false,,,,,,,100,seats,false,Brooklyn CD 015,17,45
2473,62,279,1389,DYCD,3068210244,3184057,315,48,40.60422,-73.955485,BK44,558,community district,"[""bk15""]",,,true,1875 East   17 Street,,brooklyn,brooklyn,NY,11229,J.H.S. 234 Arthur W. Cunningham,,Intermediate School 234 - W. Arthur Cunningham School,false,,,,,,,100,seats,false,Brooklyn CD 015,17,45
2474,62,279,2492,DYCD,3084960100,3239889,315,46,40.606614,-73.939133,BK99,666,community district,"[""bk15""]",,,true,1925 STUART STREET,,brooklyn,brooklyn,NY,11229,J.H.S. 278 Marine Park,,J.H.S. 278 Marine Park,false,,,,"[""school""]",,,80,seats,false,Brooklyn CD 015,22,59
2475,62,279,2492,DYCD,3084960100,3239889,315,46,40.606614,-73.939133,BK99,666,community district,"[""bk15""]",,,true,1925 STUART STREET,,brooklyn,brooklyn,NY,11229,J.H.S. 278 Marine Park,,J.H.S. 278 Marine Park,false,,,,"[""school""]",,,124,seats,false,Brooklyn CD 015,22,59
2476,99,279,2576,DYCD,3037400001,3083931,305,42,40.671986,-73.893896,BK85,1144,community district,"[""bk05""]",,,true,301 VERMONT STREET,,brooklyn,brooklyn,NY,11207,J.H.S. 292 Margaret S. Douglas,,J.H.S. 292 Margaret S. Douglas,false,,,,"[""school""]",,,40,seats,false,Brooklyn CD 005,19,55
2477,99,279,2576,DYCD,3037400001,3083931,305,42,40.671986,-73.893896,BK85,1144,community district,"[""bk05""]",,,true,301 VERMONT STREET,,brooklyn,brooklyn,NY,11207,J.H.S. 292 Margaret S. Douglas,,J.H.S. 292 Margaret S. Douglas,false,"[""english""]",,,"[""school""]",,,145,seats,false,Brooklyn CD 005,19,55
2478,675,279,2838,DYCD,3032980001,3075413,304,37,40.697781,-73.919777,BK77,431,community district,"[""bk04""]",,,true,1300 GREENE AVENUE,,brooklyn,brooklyn,NY,11237,J.H.S. 383 Philippa Schuyler,,J.H.S. 383 Philippa Schuyler,false,"[""english"",""spanish"",""chinese-cantonese"",""chinese-mandarin""]","[""unspecified""]",,"[""school""]",,,75,seats,false,Brooklyn CD 004,18,53
2479,675,279,2838,DYCD,3032980001,3075413,304,37,40.697781,-73.919777,BK77,431,community district,"[""bk04""]",,,true,1300 GREENE AVENUE,,brooklyn,brooklyn,NY,11237,J.H.S. 383 Philippa Schuyler,,J.H.S. 383 Philippa Schuyler,false,"[""english"",""spanish""]","[""unspecified""]",,"[""school""]",,,101,seats,false,Brooklyn CD 004,18,53
2480,1,272,570,DYCD,4012810038,4029691,403,25,40.75131,-73.885533,QN28,283,community district,"[""qn03""]",,,true,35-59 81 Street,,queens,jackson heights,NY,11372,Jackson Heights,,,false,"[""english"",""spanish""]","[""unspecified""]",,,,,54,seats,false,Queens CD 003,13,39
2481,2734,264,9042,DYCD,1010590015,1026646,104,3,40.76337,-73.9906,MN15,127,community district,"[""mn04""]",,,true,439 West   49 Street,,manhattan,new york,NY,10019,Jackson heights Beautification Group,,Jackson heights Beautification Group,false,,,,,,,,seats,false,Manhattan CD 004,27,75
2482,2734,264,8859,DYCD,4012780038,4029654,403,25,40.749397,-73.887716,QN28,285,community district,"[""qn03""]",,,true,78-27 37th Avenue,4,queens,jackson heights,NY,11372,Jackson Heights Neighborhood,,Jackson Heights Neighborhood,false,,,,,,,,seats,false,Queens CD 003,13,39
2483,465,264,6949,DYCD,4014720036,4036234,403,21,40.749583,-73.882375,QN28,281,community district,"[""qn03""]",,,true,37-61 84th Street,,queens,jackson heights,NY,11372,Jackson Heights Office - Community Service,,Jackson Heights Office - Community Service,false,,,,,,,,seats,false,Queens CD 003,13,39
2484,465,264,6949,DYCD,4014720036,4036234,403,21,40.749583,-73.882375,QN28,281,community district,"[""qn03""]",,,true,37-61 84th Street,,queens,jackson heights,NY,11372,jackson Heights Office - Digital Literacy Lab,,jackson Heights Office - Digital Literacy Lab,false,,,,,,,,seats,false,Queens CD 003,13,39
2485,331,279,8211,DYCD,4004700100,4433386,401,26,40.755361,-73.945068,QN68,25,community district,"[""qn01""]",,,true,10-25 41 Avenue,,queens,long island city,NY,11101,Jacob A. Riis Neighborhood Settlement House,,Jacob A. Riis Neighborhood Settlement House,false,,,,,,,60,seats,false,Queens CD 001,12,37
2486,331,279,1194,DYCD,4004700100,4433386,401,26,40.755361,-73.945068,QN68,25,community district,"[""qn01""]",,,true,10-25 41 Avenue,,queens,long island city,NY,11101,Jacob A. Riis Neighborhood Settlement House,,Jacob A. Riis Neighborhood Settlement House,false,"[""english""]",,,,,,60,seats,false,Queens CD 001,12,37
2487,331,287,2705,DYCD,4004700100,4433386,401,26,40.755361,-73.945068,QN68,25,community district,"[""qn01""]",,,true,10-25 41 Avenue,,queens,long island city,NY,11101,"Jacob A. Riis Neighborhood Settlement, Inc.",,"Jacob A. Riis Neighborhood Settlement, Inc.",false,,,,,,,44,seats,false,Queens CD 001,12,37
2488,331,278,2514,DYCD,4004700100,4433386,401,26,40.755361,-73.945068,QN68,25,community district,"[""qn01""]",,,true,10-25 41 Avenue,,queens,long island city,NY,11101,"Jacob A. Riis Neighborhood Settlement, Inc.",,"Jacob A. Riis Neighborhood Settlement, Inc.",false,,,,,,,,seats,false,Queens CD 001,12,37
2489,331,283,2558,DYCD,4004700100,4433386,401,26,40.755361,-73.945068,QN68,25,community district,"[""qn01""]",,,true,10-25 41 Avenue,,queens,long island city,NY,11101,"Jacob A. Riis Neighborhood Settlement, Inc.",,"Jacob A. Riis Neighborhood Settlement, Inc.",false,,,,,,,,seats,false,Queens CD 001,12,37
2490,331,266,1939,DYCD,4004700100,4433386,401,26,40.755361,-73.945068,QN68,25,community district,"[""qn01""]",,,true,10-25 41 Avenue,,queens,long island city,NY,11101,"Jacob A. Riis Neighborhood Settlement, Inc.",,"Jacob A. Riis Neighborhood Settlement, Inc.",false,"[""english""]","[""unspecified"",""life skills""]",,,,,,seats,false,Queens CD 001,12,37
2491,331,272,3232,DYCD,4004700100,4433386,401,26,40.755361,-73.945068,QN68,25,community district,"[""qn01""]",,,true,10-25 41 Avenue,,queens,long island city,NY,11101,Jacob Riis Neighborhood Settlement Inc,,Jacob Riis Neighborhood Settlement Inc,false,,,,,,,92,seats,false,Queens CD 001,12,37
2492,331,272,825,DYCD,4004700100,4433386,401,26,40.755361,-73.945068,QN68,25,community district,"[""qn01""]",,,true,10-25 41 Avenue,,queens,long island city,NY,11101,"Jacob Riis Neighborhood Settlement, Inc.",,,false,"[""english"",""portuguese"",""spanish""]",,,,,,36,seats,false,Queens CD 001,12,37
2493,465,264,7303,DYCD,3027120001,3067788,301,33,40.719819,-73.948625,BK76,499,community district,"[""bk01""]",,,true,424 LEONARD STREET,,brooklyn,brooklyn,NY,11222,Jadckson Heights Office - Community Service,,Jadckson Heights Office - Community Service,false,,,,,,,,seats,false,Brooklyn CD 001,26,50
2494,174,290,3520,DYCD,4101010011,4215617,412,27,40.704025,-73.798437,QN61,44601,community district,"[""qn12""]",,,true,161-04 Jamaica Avenue,,queens,jamaica,NY,11432,Jamaica Center for Arts and Learning,,Jamaica Center for Arts and Learning,false,,,,,,,,seats,false,Queens CD 012,14,32
2495,673,264,7090,DYCD,4097607501,4208875,412,24,40.706122,-73.798813,QN61,44601,community district,"[""qn12""]",,,true,89-74 162nd Street,,queens,jamaica,NY,11432,Jamaica drop in center,,Jamaica drop in center,false,,,,,,,,seats,false,Queens CD 012,14,32
2496,2839,264,9454,DYCD,4098580100,4448806,408,24,40.713218,-73.797237,QN35,452,community district,"[""qn08""]",,,true,167-01 GOTHIC DRIVE,,queens,jamaica,NY,11432,Jamaica High School,,Jamaica High School,false,,,,,,,,seats,false,Queens CD 008,14,24
2497,16,279,2995,DYCD,4097580001,4208858,412,24,40.705471,-73.80147,QN61,44601,community district,"[""qn12""]",,,true,89-25 Parsons Boulevard,,queens,jamaica,NY,11432,Jamaica YMCA,,Jamaica YMCA,false,"[""english""]","[""life skills""]",,"[""community center""]",,,20,seats,false,Queens CD 012,14,32
2498,16,279,2995,DYCD,4097580001,4208858,412,24,40.705471,-73.80147,QN61,44601,community district,"[""qn12""]",,,true,89-25 Parsons Boulevard,,queens,jamaica,NY,11432,Jamaica YMCA,,Jamaica YMCA,false,"[""english""]",,,"[""community center""]",,,50,seats,false,Queens CD 012,14,32
2499,16,264,10286,DYCD,4097580001,4208858,412,24,40.705471,-73.80147,QN61,44601,community district,"[""qn12""]",,,true,89-25 Parsons Boulevard,,queens,jamaica,NY,11432,Jamaica YMCA,,Jamaica YMCA,false,,,,,,,,seats,false,Queens CD 012,14,32
2500,673,282,2304,DYCD,4097607501,4208875,412,24,40.706122,-73.798813,QN61,44601,community district,"[""qn12""]",,,true,89-74 162 Street,3rd floor,queens,jamaica,NY,11432,Jamaica Youth Center,,Jamaica Youth Center,false,"[""bengali"",""spanish""]","[""education supports"",""family finding"",""unspecified"",""food services"",""life skills"",""mental health services""]","[""victims/survivors of sexual abuse/exploitation""]",,,,190,seats,false,Queens CD 012,14,32
2501,2472,264,9519,DYCD,,,,,,,,,,,,,true,103 Old Highland TPKE,,,,,10524,"Jamel Jamel Gaines Creative Outlet, Inc.",,"Jamel Jamel Gaines Creative Outlet, Inc.",false,,,,,,,,seats,false,,,
2502,191,285,289,DYCD,3067880001,3182721,315,48,40.609912,-73.948512,BK44,642,community district,"[""bk15""]",,,true,3787 BEDFORD AVENUE,,brooklyn,brooklyn,NY,11229,James Madison High School,,James Madison High School,false,,,,"[""school""]",,,30,seats,false,Brooklyn CD 015,17,41
2503,375,264,507,DYCD,3067880001,3182721,315,48,40.609912,-73.948512,BK44,642,community district,"[""bk15""]",,,true,3787 BEDFORD AVENUE,,brooklyn,brooklyn,NY,11229,James Madison High School,,James Madison High School,false,,,,,,,,seats,false,Brooklyn CD 015,17,41
2504,654,279,2880,DYCD,1016400139,1083184,111,8,40.797576,-73.94128,MN34,182,community district,"[""mn11""]",,,true,176 East 115 Street,,manhattan,new york,NY,10029,James Weldon Johnson,,James Weldon Johnson,false,"[""english"",""french"",""spanish"",""haitian creole""]","[""life skills""]",,"[""school""]",,,45,seats,false,Manhattan CD 011,30,68
2505,654,279,2880,DYCD,1016400139,1083184,111,8,40.797576,-73.94128,MN34,182,community district,"[""mn11""]",,,true,176 East 115 Street,,manhattan,new york,NY,10029,James Weldon Johnson,,James Weldon Johnson,false,"[""english"",""french"",""spanish"",""haitian creole""]","[""life skills""]",,"[""school""]",,,121,seats,false,Manhattan CD 011,30,68
2506,16,264,180,DYCD,1016400139,1083184,111,8,40.797576,-73.94128,MN34,182,community district,"[""mn11""]",,,true,176 East 115 Street,,manhattan,new york,NY,10029,JAMES WELDON JOHNSON (M057),,JAMES WELDON JOHNSON (M057),false,,,,,,,,seats,false,Manhattan CD 011,30,68
2507,811,274,2129,DYCD,2032460076,2086830,208,11,40.883005,-73.894286,BX28,409,community district,"[""bx08""]",,,true,3880 Sedgwick Avenue,,bronx,bronx,NY,10463,Jasa,,Jasa,false,,,,,,,,seats,false,Bronx CD 008,34,81
2508,302,264,6827,DYCD,5009550100,5141743,502,50,40.591779,-74.127332,SI24,181,community district,"[""si02""]",,,true,1466 Manor Road,,staten is,staten island,NY,10314,JCC Kosher Food Pantry,,JCC Kosher Food Pantry,false,,"[""food services""]",,,,,,seats,false,Richmond CD 002,24,63
2509,85,264,105,DYCD,1011670033,1085971,107,6,40.781014,-73.979891,MN12,163,community district,"[""mn07""]",,,true,334 Amsterdam Avenue,,manhattan,new york,NY,10023,JCC Manhattan,,JCC Manhattan,false,,,,,,,,seats,false,Manhattan CD 007,29,67
2510,83,264,102,DYCD,4117140100,4253607,410,28,40.675771,-73.816938,QN55,840,community district,"[""qn10""]",,,true,121-10 ROCKAWAY BOULEVARD,,queens,south ozone park,NY,11420,JCC Marine Park,,JCC Marine Park,false,,,,,,,,seats,false,Queens CD 010,10,31
2511,302,272,3256,DYCD,5001200118,5002888,501,49,40.630398,-74.088763,SI35,75,community district,"[""si01""]",,,true,485 Victory Boulevard,,staten is,staten island,NY,10301,JCC North Shore,,,false,"[""english"",""russian"",""spanish""]",,,,,,25,seats,false,Richmond CD 001,23,61
2512,84,264,104,DYCD,2043190045,2049409,211,13,40.855218,-73.86574,BX49,22403,community district,"[""bx11""]",,,true,2157 Holland Avenue,,bronx,bronx,NY,10462,JCC of Pelham Parkway,,JCC of Pelham Parkway,false,,"[""food services""]",,,,,,seats,false,Bronx CD 011,34,80
2513,290,264,9584,DYCD,4155450023,4298051,414,31,40.605645,-73.751391,QN15,103202,community district,"[""qn14""]",,,true,1525 Central Ave.,,queens,far rockaway,NY,11691,JCC of Rockaway Penninsula,,JCC of Rockaway Penninsula,false,,,,,,,,seats,false,Queens CD 014,10,23
2514,302,273,3361,DYCD,5059000105,5077603,503,51,40.565261,-74.183882,SI05,228,community district,"[""si03""]",,,true,1297 Arthur Kill Road,,staten is,staten island,NY,10312,JCC of Staten Island,,JCC of Staten Island,false,"[""english"",""spanish""]",,,,,,66,seats,false,Richmond CD 003,24,63
2515,179,267,351,DYCD,4155450023,4298051,414,31,40.605645,-73.751391,QN15,103202,community district,"[""qn14""]",,,true,1525 Central Ave,,queens,far rockaway,NY,11691,JCC Rockaway Penninsula,,,false,,,,,,,,seats,false,Queens CD 014,10,23
2516,290,276,799,DYCD,4155450023,4298051,414,31,40.605645,-73.751391,QN15,103202,community district,"[""qn14""]",,,true,1525 Central Ave,,queens,far rockaway,NY,11691,JCCRP,,JCCRP,false,,,,,,,,seats,false,Queens CD 014,10,23
2517,302,273,3361,DYCD,5001200118,5002888,501,49,40.630398,-74.088763,SI35,75,community district,"[""si01""]",,,true,485 Victory Boulevard,,staten is,staten island,NY,10301,JCCSI North Shore,,JCCSI North Shore,false,"[""english"",""spanish""]",,,,,,66,seats,false,Richmond CD 001,23,61
2518,302,273,2583,DYCD,5001200118,5002888,501,49,40.630398,-74.088763,SI35,75,community district,"[""si01""]",,,true,485 Victory Boulevard,,staten is,staten island,NY,10301,JCCSI North Shore,,JCCSI North Shore,false,"[""english"",""spanish""]",,,,,,47,seats,false,Richmond CD 001,23,61
2519,324,263,3072,DYCD,4106260001,4226839,413,23,40.720713,-73.747001,QN34,542,community district,"[""qn13""]",,,true,213-10 92 AVENUE,,queens,queens village,NY,11428,Jean Nuzzi Intermediate School,,Jean Nuzzi Intermediate School,false,"[""english""]",,,,,,300,seats,false,Queens CD 013,14,33
2520,356,264,8350,DYCD,1000370001,1000871,101,1,40.70438,-74.006427,MN25,7,community district,"[""mn01""]",,,true,120 Wall St,,manhattan,new york,NY,10005,Jewish Child Care Association of New York,,Jewish Child Care Association of New York,false,,,,,,,,seats,false,Manhattan CD 001,26,65
2521,411,264,562,DYCD,3012720006,3033058,309,35,40.669369,-73.941736,BK61,337,community district,"[""bk09""]",,,true,792 Eastern Parkway,,brooklyn,brooklyn,NY,11213,Jewish Childrens Museum,,Jewish Childrens Museum,false,,,,,,,,seats,false,Brooklyn CD 009,20,43
2522,302,264,7531,DYCD,2040910001,2116414,211,13,40.844559,-73.85807,BX37,244,community district,"[""bx11""]",,,true,1640 Bronxdale Avenue,,bronx,bronx,NY,10462,Jewish Community Center of Staten Island,,Jewish Community Center of Staten Island,false,,,,,,,,seats,false,Bronx CD 011,34,80
2523,843,264,10026,DYCD,3044340060,3346033,305,42,40.651118,-73.885067,BK93,105804,community district,"[""bk05""]",,,true,1170 Pennsylvania Avenue,Suite 1B,brooklyn,brooklyn,NY,11239,JEWISH COMMUNITY COUNCIL OF CANARSIE,,JEWISH COMMUNITY COUNCIL OF CANARSIE,false,,,,,,,,seats,false,Brooklyn CD 005,19,60
2524,843,274,2317,DYCD,3044340060,3346033,305,42,40.651118,-73.885067,BK93,105804,community district,"[""bk05""]",,,true,1170 Pennsylvania Avenue,Suite 1B,brooklyn,brooklyn,NY,11239,Jewish Community Council of Canrsie,,Jewish Community Council of Canrsie,false,,,,,,,,seats,false,Brooklyn CD 005,19,60
2525,409,287,1988,DYCD,5005450100,5154565,501,49,40.623334,-74.083534,SI37,29,community district,"[""si01""]",,,true,230 Broad Street,,staten is,staten island,NY,10304,Jewish Community Council of Greater Coney Island,,Jewish Community Council of Greater Coney Island,false,"[""english"",""hebrew"",""polish"",""russian"",""spanish"",""haitian creole""]",,,"[""community center""]",,,41,seats,false,Richmond CD 001,23,61
2526,409,274,2005,DYCD,3070650001,3189617,313,47,40.573176,-74.002509,BK21,340,community district,"[""bk13""]",,,true,3001 West   37 Street,,brooklyn,brooklyn,NY,11224,"Jewish Community Council of Greater Coney Island, Inc.",,"Jewish Community Council of Greater Coney Island, Inc.",false,,,,,,,,seats,false,Brooklyn CD 013,23,46
2527,409,264,8891,DYCD,3070650001,3189617,313,47,40.573176,-74.002509,BK21,340,community district,"[""bk13""]",,,true,3001 West   37 Street,,brooklyn,brooklyn,NY,11224,"Jewish Community Council of Greater Coney Island, Inc.",,"Jewish Community Council of Greater Coney Island, Inc.",false,,,,,,,,seats,false,Brooklyn CD 013,23,46
2528,409,264,9231,DYCD,3070650001,3189617,313,47,40.573176,-74.002509,BK21,340,community district,"[""bk13""]",,,true,3001 West   37 Street,,brooklyn,brooklyn,NY,11224,"Jewish Community Council of Greater Coney Island, Inc.",,"Jewish Community Council of Greater Coney Island, Inc.",false,,,,,,,,seats,false,Brooklyn CD 013,23,46
2529,205,264,273,DYCD,4030880001,4072178,406,29,40.731256,-73.871561,QN18,687,community district,"[""qn06""]",,,true,60-05 Woodhaven Boulevard,,queens,elmhurst,NY,11373,Jewish Institite of Queens,,Jewish Institite of Queens,false,,,,,,,,seats,false,Queens CD 006,15,28
2530,205,279,8127,DYCD,4030880001,4072178,406,29,40.731256,-73.871561,QN18,687,community district,"[""qn06""]",,,true,60-05 Woodhaven Boulevard,,queens,elmhurst,NY,11373,Jewish Institute of Queens,,Jewish Institute of Queens,false,"[""english"",""hebrew"",""russian""]","[""life skills"",""mental health services""]",,,,,60,seats,false,Queens CD 006,15,28
2531,205,279,1278,DYCD,4030880001,4072178,406,29,40.731256,-73.871561,QN18,687,community district,"[""qn06""]",,,true,60-05 Woodhaven Boulevard,,queens,elmhurst,NY,11373,Jewish Institute of Queens,,Jewish Institute of Queens,false,,,,,,,60,seats,false,Queens CD 006,15,28
2532,205,264,253,DYCD,4030880001,4072178,406,29,40.731256,-73.871561,QN18,687,community district,"[""qn06""]",,,true,60-05 Woodhaven Boulevard,,queens,elmhurst,NY,11373,Jewish Institute of Queens,,Jewish Institute of Queens,false,,,,,,,,seats,false,Queens CD 006,15,28
2533,205,264,252,DYCD,4030880001,4072178,406,29,40.731256,-73.871561,QN18,687,community district,"[""qn06""]",,,true,60-05 Woodhaven Boulevard,,queens,elmhurst,NY,11373,Jewish Institute of Queens,,Jewish Institute of Queens,false,,"[""food services""]",,,,,,seats,false,Queens CD 006,15,28
2534,205,271,7077,DYCD,4030880001,4072178,406,29,40.731256,-73.871561,QN18,687,community district,"[""qn06""]",,,true,60-05 Woodhaven Boulevard,,queens,elmhurst,NY,11373,Jewish Institute of Queens (Elementary),,,false,,,,,,,75,seats,false,Queens CD 006,15,28
2535,633,263,2987,DYCD,4101780001,4216655,412,27,40.697189,-73.787192,QN01,258,community district,"[""qn12""]",,,true,108-35 167 STREET,,queens,jamaica,NY,11433,JHS 008 RICHARD S GROSSLEY (Q008),,JHS 008 RICHARD S GROSSLEY (Q008),false,,,,,,,300,seats,false,Queens CD 012,14,32
2536,2472,264,7434,DYCD,3021030004,3059051,302,35,40.688698,-73.970984,BK68,181,community district,"[""bk02""]",,,true,300 ADELPHI STREET,,brooklyn,brooklyn,NY,11205,JHS 113,,JHS 113,false,,,,,,,,seats,false,Brooklyn CD 002,25,57
2537,2472,264,7434,DYCD,3021030004,3059051,302,35,40.688698,-73.970984,BK68,181,community district,"[""bk02""]",,,true,300 ADELPHI STREET,,brooklyn,brooklyn,NY,11205,JHS 113/OLD 294 EDMONDS CNTR (K113),,JHS 113/OLD 294 EDMONDS CNTR (K113),false,,,,,,,,seats,false,Brooklyn CD 002,25,57
2538,1962,264,6443,DYCD,2039480055,2041247,209,18,40.8382,-73.853577,BX46,222,community district,"[""bx09""]",,,true,1560 Purdy Street,,bronx,bronx,NY,10462,JHS 127 Castle Hill Middle School,,JHS 127 Castle Hill Middle School,false,,,,,,,,seats,false,Bronx CD 009,34,87
2539,507,263,3157,DYCD,1021550035,1063703,112,10,40.848908,-73.930948,MN35,269,community district,"[""mn12""]",,,true,511 West  182 Street,,manhattan,new york,NY,10033,JHS 143 ELEANOR ROOSEVELT (M143),,JHS 143 ELEANOR ROOSEVELT (M143),false,"[""english"",""spanish""]",,,,,,300,seats,false,Manhattan CD 012,31,72
2540,1962,264,6443,DYCD,1014300005,1044058,108,4,40.772049,-73.958066,MN31,134,community district,"[""mn08""]",,,true,220 East   76 Street,,manhattan,new york,NY,10021,JHS 167 Robert F. Wagner,,JHS 167 Robert F. Wagner,false,,,,,,,,seats,false,Manhattan CD 008,28,76
2541,6,264,10216,DYCD,4068260001,4147847,408,24,40.724458,-73.810216,QN37,1257,community district,"[""qn08""]",,,true,158-40 76 ROAD,,queens,fresh meadows,NY,11366,JHS 168 THE PARSONS (Q168),,JHS 168 THE PARSONS (Q168),false,,,,,,,,seats,false,Queens CD 008,14,25
2542,1163,264,9008,DYCD,4050510027,4114763,407,20,40.759843,-73.820548,QN51,863,community district,"[""qn07""]",,,true,144-80 Barclay Avenue,,queens,flushing,NY,11355,JHS 189 DANIEL CARTER BEARD (Q189),,JHS 189 DANIEL CARTER BEARD (Q189),false,,,,,,,,seats,false,Queens CD 007,16,40
